3.411764705882353033e-01,4.588235294117646856e-01,5.058823529411764497e-01,5.529411764705882693e-01,5.529411764705882693e-01,5.764705882352940680e-01,5.764705882352940680e-01,5.764705882352940680e-01,5.764705882352940680e-01,5.764705882352940680e-01,5.764705882352940680e-01,5.764705882352940680e-01,5.882352941176470784e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,6.117647058823529882e-01,6.235294117647058876e-01,6.235294117647058876e-01,6.235294117647058876e-01,7.294117647058823151e-01,8.470588235294117530e-01,9.294117647058823817e-01,9.529411764705881804e-01,9.764705882352940902e-01,9.764705882352940902e-01,9.882352941176471006e-01,9.882352941176471006e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.749999999999999778e-01,6.149999999999999911e-01,6.850000000000000533e-01,7.299999999999999822e-01,7.349999999999999867e-01,7.399999999999999911e-01,7.600000000000000089e-01,7.750000000000000222e-01,7.800000000000000266e-01,7.800000000000000266e-01,7.800000000000000266e-01,7.800000000000000266e-01,7.950000000000000400e-01,8.199999999999999512e-01,8.199999999999999512e-01,8.299999999999999600e-01,8.399999999999999689e-01,8.399999999999999689e-01,8.499999999999999778e-01,8.499999999999999778e-01,9.599999999999999645e-01,9.799999999999999822e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.899999999999999911e-01,7.600000000000000089e-01,8.699999999999999956e-01,9.150000000000000355e-01,9.200000000000000400e-01,9.250000000000000444e-01,9.300000000000000488e-01,9.300000000000000488e-01,9.300000000000000488e-01,9.300000000000000488e-01,9.300000000000000488e-01,9.300000000000000488e-01,9.300000000000000488e-01,9.300000000000000488e-01,9.350000000000000533e-01,9.449999999999999512e-01,9.499999999999999556e-01,9.499999999999999556e-01,9.499999999999999556e-01,9.499999999999999556e-01,9.499999999999999556e-01,9.799999999999999822e-01,9.799999999999999822e-01,9.799999999999999822e-01,9.899999999999999911e-01,9.899999999999999911e-01,9.899999999999999911e-01,9.899999999999999911e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.952380952380952439e-01,3.809523809523809312e-01,4.095238095238095122e-01,4.571428571428571286e-01,4.666666666666666741e-01,4.761904761904761640e-01,4.761904761904761640e-01,4.761904761904761640e-01,4.761904761904761640e-01,4.761904761904761640e-01,4.761904761904761640e-01,4.761904761904761640e-01,4.761904761904761640e-01,4.857142857142857095e-01,4.952380952380952550e-01,4.952380952380952550e-01,5.047619047619047450e-01,5.238095238095238360e-01,5.238095238095238360e-01,5.238095238095238360e-01,5.333333333333333259e-01,6.857142857142857206e-01,7.619047619047618625e-01,8.095238095238095344e-01,8.285714285714286254e-01,8.761904761904761862e-01,8.857142857142856762e-01,9.142857142857142572e-01,9.523809523809523281e-01,9.809523809523809090e-01,9.904761904761905100e-01,1.000000000000000000e+00
2.750000000000000222e-01,4.249999999999999889e-01,4.249999999999999889e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.500000000000000444e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,5.999999999999999778e-01,6.750000000000000444e-01,7.500000000000000000e-01,8.000000000000000444e-01,8.499999999999999778e-01,8.750000000000000000e-01
0.000000000000000000e+00,5.000000000000000000e-01,7.500000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.987588652482269236e-01,5.514184397163119922e-01,6.728723404255319007e-01,6.959219858156029392e-01,6.959219858156029392e-01,7.118794326241133508e-01,7.393617021276596146e-01,7.420212765957446832e-01,7.420212765957446832e-01,7.420212765957446832e-01,7.526595744680850686e-01,7.526595744680850686e-01,7.579787234042553168e-01,7.686170212765957022e-01,7.739361702127659504e-01,7.739361702127659504e-01,7.819148936170212671e-01,8.138297872340425343e-01,8.351063829787234161e-01,8.590425531914893664e-01,9.122340425531915153e-01,9.335106382978722861e-01,9.627659574468084847e-01,9.734042553191489811e-01,9.893617021276596146e-01,9.893617021276596146e-01,9.946808510638297518e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.462875197472354061e-01,6.595576619273301189e-01,7.654028436018956993e-01,7.748815165876776767e-01,7.796208530805687209e-01,7.914691943127961649e-01,8.104265402843602306e-01,8.127962085308056972e-01,8.199052132701422080e-01,8.199052132701422080e-01,8.222748815165876746e-01,8.270142180094787188e-01,8.270142180094787188e-01,8.317535545023696519e-01,8.364928909952606961e-01,8.412322274881516293e-01,8.720379146919431390e-01,9.028436018957346487e-01,9.218009478672986035e-01,9.336492890995260474e-01,9.810426540284360453e-01,9.905213270142180226e-01,9.952606635071089558e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.871794871794871695e-01,6.816239316239316448e-01,7.286324786324785974e-01,7.713675213675214026e-01,7.927350427350426942e-01,8.055555555555555802e-01,8.098290598290598385e-01,8.183760683760683552e-01,8.226495726495726135e-01,8.226495726495726135e-01,8.226495726495726135e-01,8.226495726495726135e-01,8.226495726495726135e-01,8.226495726495726135e-01,8.226495726495726135e-01,8.269230769230768718e-01,8.418803418803418870e-01,8.867521367521367104e-01,9.081196581196581130e-01,9.081196581196581130e-01,9.594017094017094349e-01,9.786324786324785974e-01,9.829059829059828557e-01,9.871794871794872250e-01,9.871794871794872250e-01,9.957264957264957417e-01,9.957264957264957417e-01,9.957264957264957417e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.217342342342342287e-01,5.763888888888889506e-01,6.304429429429430076e-01,6.509009009009009139e-01,6.589714714714713928e-01,6.717342342342342842e-01,6.741741741741742455e-01,6.764264264264264748e-01,6.822447447447448354e-01,6.848723723723723067e-01,6.848723723723723067e-01,6.890015015015014122e-01,6.946321321321320408e-01,6.965090090090090280e-01,6.981981981981981722e-01,7.072072072072072002e-01,7.689564564564564941e-01,8.108108108108108558e-01,8.211336336336336750e-01,8.256381381381382445e-01,8.819444444444444198e-01,9.316816816816817504e-01,9.549549549549549710e-01,9.677177177177177514e-01,9.853603603603603434e-01,9.898648648648649129e-01,9.932432432432432012e-01,9.954954954954955415e-01,9.977477477477477708e-01,9.977477477477477708e-01,9.977477477477477708e-01,1.000000000000000000e+00
